lat,lon,HTAPv3_1_International_Shipping,HTAPv3_2_1_Domestic_Aviation,HTAPv3_2_2_International_Aviation,HTAPv3_3_Energy,HTAPv3_4_1_Industry,HTAPv3_4_2_Fugitive,HTAPv3_4_3_Solvents,HTAPv3_5_1_Road_Transport,HTAPv3_5_2_Brake_and_Tyre_wear,HTAPv3_5_3_Domestic_shipping,HTAPv3_5_4_Other_ground_transport,HTAPv3_6_Residential,HTAPv3_7_Waste,HTAPv3_8_1_Agricultural_waste_burning,HTAPv3_8_3_Agriculture_crops,total_so2_emissions
12.55,77.05,0.0,0.19970279932022095,0.0,93.16140747070312,42.166954040527344,12.581512451171875,0.0,1.205852746963501,0.0,0.0,1.0366684198379517,40.1399040222168,0.0,1.296202540397644,0.0,191.78820449113846
12.55,77.15,0.0,0.0,0.0,93.16140747070312,42.166954040527344,12.581512451171875,0.0,1.205852746963501,0.0,0.0,1.0366684198379517,40.1399040222168,0.0,0.6315737962722778,0.0,190.92387294769287
12.55,77.25,0.0,0.04278828203678131,0.0,98.49449157714844,44.5808219909668,13.301743507385254,0.0,1.1648950576782227,0.0,0.0,1.0960127115249634,39.022857666015625,0.0,0.48598915338516235,0.0,198.18959994614124
12.55,77.35,0.0,0.05535684525966644,0.0,103.82756042480469,46.99468994140625,14.021978378295898,0.0,1.1239371299743652,0.0,0.0,1.1553572416305542,37.90580749511719,0.0,0.5823169350624084,0.0,205.66700439155102
12.55,77.45,0.0,0.1968744397163391,0.2863716185092926,103.82756042480469,46.99468994140625,14.021978378295898,0.0,1.1239371299743652,0.0,0.0,1.1553572416305542,37.90580749511719,0.0,0.6054958701133728,0.0,206.11807253956795
12.55,77.55,0.0,0.2213544249534607,0.015326637774705887,106.63810729980469,48.26681137084961,14.4015474319458,0.0,1.725611686706543,0.0,0.0,1.186632513999939,45.94655990600586,0.0,0.2952306568622589,0.0,218.69718192890286
12.55,77.65,0.0,0.06851004809141159,0.006385668646544218,106.63810729980469,48.26681137084961,14.4015474319458,0.0,1.725611686706543,0.0,0.0,1.186632513999939,45.94655990600586,0.0,0.43392857909202576,0.0,218.67409450514242
12.55,77.75,0.0,0.039210233837366104,0.028599722310900688,147.73971557617188,66.87033081054688,19.952348709106445,0.0,1.6910322904586792,0.0,0.0,1.643997311592102,59.876121520996094,0.0,0.5989816188812256,0.0,298.44033779390156
12.55,77.85,0.0,0.0,0.12159598618745804,188.84132385253906,85.47383117675781,25.503149032592773,0.0,1.6564524173736572,0.0,0.0,2.1013612747192383,73.8056869506836,0.0,0.7658764123916626,0.0,378.26927710324526
12.55,77.95,0.0,0.0,0.014608080498874187,188.84132385253906,85.47383117675781,25.503149032592773,0.0,1.6564524173736572,0.0,0.0,2.1013612747192383,73.8056869506836,0.0,0.8161760568618774,0.0,378.2125888420269
12.65,77.05,0.0,0.11942651867866516,0.0,93.16140747070312,42.166954040527344,12.581512451171875,0.0,1.205852746963501,0.0,0.0,1.0366684198379517,40.1399040222168,0.0,0.5684201121330261,0.0,190.98014578223228
12.65,77.15,0.0,0.08827933669090271,0.0,93.16140747070312,42.166954040527344,12.581512451171875,0.0,1.205852746963501,0.0,0.0,1.0366684198379517,40.1399040222168,0.0,0.5699509382247925,0.0,190.9505294263363
12.65,77.25,0.0,0.08525507897138596,0.0,98.49449157714844,44.5808219909668,13.301743507385254,0.0,1.1648950576782227,0.0,0.0,1.0960127115249634,39.022857666015625,0.0,0.5283910036087036,0.0,198.2744685932994
12.65,77.35,0.0,0.06944172084331512,0.015051118098199368,103.82756042480469,46.99468994140625,14.021978378295898,0.0,1.1239371299743652,0.0,0.0,1.1553572416305542,37.90580749511719,0.0,0.6845489740371704,0.0,205.79837242420763
12.65,77.45,0.0,0.057242993265390396,0.14243879914283752,103.82756042480469,46.99468994140625,14.021978378295898,0.0,1.1239371299743652,0.0,0.0,1.1553572416305542,37.90580749511719,0.0,0.6580308675765991,0.0,205.88704327121377
12.65,77.55,0.0,0.272316038608551,0.17522762715816498,106.63810729980469,48.26681137084961,14.4015474319458,0.0,1.725611686706543,0.0,0.0,1.186632513999939,45.94655990600586,0.0,0.6172351837158203,0.0,219.23004905879498
12.65,77.65,0.0,0.15719401836395264,0.0,106.63810729980469,48.26681137084961,14.4015474319458,0.0,1.725611686706543,0.0,0.0,1.186632513999939,45.94655990600586,0.0,0.3898857831954956,0.0,218.7123500108719
12.65,77.75,0.0,0.02794007956981659,0.14975880086421967,147.73971557617188,66.87033081054688,19.952348709106445,0.0,1.6910322904586792,0.0,0.0,1.643997311592102,59.876121520996094,0.0,0.648349404335022,0.0,298.59959450364113
12.65,77.85,0.0,0.0,0.014816521666944027,188.84132385253906,85.47383117675781,25.503149032592773,0.0,1.6564524173736572,0.0,0.0,2.1013612747192383,73.8056869506836,0.0,0.8754515051841736,0.0,378.27207273151726
12.65,77.95,0.0,0.0,0.0,188.84132385253906,85.47383117675781,25.503149032592773,0.0,1.6564524173736572,0.0,0.0,2.1013612747192383,73.8056869506836,0.0,0.8588364720344543,0.0,378.2406411767006
12.75,77.05,0.0,0.11325190216302872,0.0,77.24931335449219,34.964778900146484,10.43256950378418,0.0,1.4807852506637573,0.0,0.0,0.8596038818359375,33.28395462036133,0.0,0.6285213232040405,0.0,159.01277873665094
12.75,77.15,0.0,0.0,0.013679642230272293,77.24931335449219,34.964778900146484,10.43256950378418,0.0,1.4807852506637573,0.0,0.0,0.8596038818359375,33.28395462036133,0.0,0.5705922842025757,0.0,158.85527743771672
12.75,77.25,0.0,0.03360528126358986,0.01413096021860838,89.5648193359375,68.01786804199219,12.09578800201416,0.0,1.8905305862426758,0.0,0.0,0.9966466426849365,36.882835388183594,0.0,0.5286338329315186,0.0,210.02485807146877
12.75,77.35,0.0,0.12069360166788101,0.0,101.88035583496094,101.07095336914062,13.75900650024414,0.0,2.300276756286621,0.0,0.0,1.1336894035339355,40.481712341308594,0.0,0.6476646065711975,0.0,261.39435241371393
12.75,77.45,0.0,0.10083601623773575,0.0,101.88035583496094,101.07095336914062,13.75900650024414,0.0,2.300276756286621,0.0,0.0,1.1336894035339355,40.481712341308594,0.0,0.6859955787658691,0.0,261.41282580047846
12.75,77.55,0.0,0.27168241143226624,0.2977631688117981,874.27197265625,560.5879516601562,118.07099914550781,0.0,7.123262405395508,0.0,0.0,9.728596687316895,223.1481170654297,0.0,0.5994431972503662,0.0,1794.0997883975506
12.75,77.65,0.0,0.2512800395488739,0.015351959504187107,874.27197265625,560.5879516601562,118.07099914550781,0.0,7.123262405395508,0.0,0.0,9.728596687316895,223.1481170654297,0.0,0.46916940808296204,0.0,1793.6667010271922
12.75,77.75,0.0,0.0,0.15228600800037384,534.3800659179688,324.308837890625,72.16838073730469,0.0,4.44069242477417,0.0,0.0,5.946396350860596,147.9245147705078,0.0,0.6310400366783142,0.0,1089.9522141367197
12.75,77.85,0.0,0.0,0.0,194.4882354736328,88.02975463867188,26.265762329101562,0.0,1.7581226825714111,0.0,0.0,2.1641979217529297,72.70088195800781,0.0,0.848928689956665,0.0,386.25588369369507
12.75,77.95,0.0,0.0,0.0,194.4882354736328,88.02975463867188,26.265762329101562,0.0,1.7581226825714111,0.0,0.0,2.1641979217529297,72.70088195800781,0.0,0.844711184501648,0.0,386.25166618824005
12.85,77.05,0.0,0.077759750187397,0.015209879726171494,61.33721160888672,27.762603759765625,8.283629417419434,0.0,1.7557169198989868,0.0,0.0,0.6825393438339233,26.42801284790039,0.0,0.5892646312713623,0.0,126.93194815889001
12.85,77.15,0.0,0.060855478048324585,0.0028889516834169626,61.33721160888672,27.762603759765625,8.283629417419434,0.0,1.7557169198989868,0.0,0.0,0.6825393438339233,26.42801284790039,0.0,0.6692509055137634,0.0,126.98270923295058
12.85,77.25,0.0,0.021482521668076515,0.0,80.63517761230469,91.45489501953125,10.889833450317383,0.0,2.616166830062866,0.0,0.0,0.8972805142402649,34.74281311035156,0.0,0.640035092830658,0.0,221.89768415130675
12.85,77.35,0.0,0.008836631663143635,0.0,99.93313598632812,155.147216796875,13.496037483215332,0.0,3.4766159057617188,0.0,0.0,1.1120216846466064,43.0576171875,0.0,0.7042586803436279,0.0,316.93574035633355
12.85,77.45,0.0,0.06258396804332733,0.01463759783655405,99.93313598632812,155.147216796875,13.496037483215332,0.0,3.4766159057617188,0.0,0.0,1.1120216846466064,43.0576171875,0.0,0.5988672971725464,0.0,316.8987339073792
12.85,77.55,0.0,0.0924835279583931,0.12494999915361404,1641.90576171875,1072.9090576171875,221.74044799804688,0.0,12.520913124084473,0.0,0.0,18.27056121826172,400.3496398925781,0.0,0.6104583740234375,0.0,3368.524273470044
12.85,77.65,0.0,0.4947984516620636,0.34648314118385315,1641.90576171875,1072.9090576171875,221.74044799804688,0.0,12.520913124084473,0.0,0.0,18.27056121826172,400.3496398925781,0.0,0.6501529216766357,0.0,3369.1878160834312
12.85,77.75,0.0,0.0,0.6064596176147461,921.0204467773438,581.7473754882812,124.38442993164062,0.0,7.190352439880371,0.0,0.0,10.248797416687012,235.972900390625,0.0,0.6934617161750793,0.0,1881.8642237782478
12.85,77.85,0.0,0.0,1.000382423400879,200.13511657714844,90.5856704711914,27.028379440307617,0.0,1.8597925901412964,0.0,0.0,2.2270348072052,71.5960693359375,0.0,0.7233297824859619,0.0,395.1557754278183
12.85,77.95,0.0,0.0,0.9741563200950623,200.13511657714844,90.5856704711914,27.028379440307617,0.0,1.8597925901412964,0.0,0.0,2.2270348072052,71.5960693359375,0.0,0.5127683877944946,0.0,394.918987929821
12.95,77.05,0.0,0.12065158039331436,0.0,61.33721160888672,27.762603759765625,8.283629417419434,0.0,1.7557169198989868,0.0,0.0,0.6825393438339233,26.42801284790039,0.0,0.6100490093231201,0.0,126.98041448742151
12.95,77.15,0.0,0.19932357966899872,0.0,61.33721160888672,27.762603759765625,8.283629417419434,0.0,1.7557169198989868,0.0,0.0,0.6825393438339233,26.42801284790039,0.0,0.6832330822944641,0.0,127.13227055966854
12.95,77.25,0.0,0.11729998141527176,0.0125137222930789,80.63517761230469,91.45489501953125,10.889833450317383,0.0,2.616166830062866,0.0,0.0,0.8972805142402649,34.74281311035156,0.0,0.6983133554458618,0.0,222.06429359596223
12.95,77.35,0.0,0.09630372375249863,0.014766599982976913,99.93313598632812,155.147216796875,13.496037483215332,0.0,3.4766159057617188,0.0,0.0,1.1120216846466064,43.0576171875,0.0,0.7325986623764038,0.0,317.06631403043866
12.95,77.45,0.0,0.11995356529951096,0.0,99.93313598632812,155.147216796875,13.496037483215332,0.0,3.4766159057617188,0.0,0.0,1.1120216846466064,43.0576171875,0.0,0.7395706176757812,0.0,317.0821692273021
