model,mean_aqi,std_aqi,min_aqi,max_aqi,median_aqi
single_model,0.0558345727622509,0.0039193937667331485,0.05072905868291855,0.06217329576611519,0.05528450012207031
multi_model,138.46113587076923,0.0,138.46113587076923,138.46113587076923,138.46113587076923
average_ensemble,69.25848522176574,0.0019596968833665743,69.25593246472607,69.26165458326767,69.25821018544565
weighted_ensemble,83.09901535156644,0.0015677575066928393,83.0969731459347,83.10155084076797,83.09879532251036
conservative_ensemble,138.46113587076923,0.0,138.46113587076923,138.46113587076923,138.46113587076923
